date,txn_volume,amount,price,symbol
2011-10-23 00:00:00+00:00,17.94,6,2.99,BTCUSD
2011-10-24 00:00:00+00:00,17.94,6,2.99,BTCUSD
2011-10-25 00:00:00+00:00,34.619,13,2.6630000000000003,BTCUSD
2011-10-26 00:00:00+00:00,70.798,26,2.7230000000000003,BTCUSD
2011-10-27 00:00:00+00:00,33.803,11,3.073,BTCUSD
2011-10-28 00:00:00+00:00,33.803,11,3.073,BTCUSD
2011-10-29 00:00:00+00:00,29.544,8,3.693,BTCUSD
2011-10-30 00:00:00+00:00,42.35,11,3.85,BTCUSD
2011-10-31 00:00:00+00:00,19.512,6,3.252,BTCUSD
2011-11-01 00:00:00+00:00,9.966,3,3.3219999999999996,BTCUSD
2011-11-02 00:00:00+00:00,36.003,11,3.273,BTCUSD
2011-11-03 00:00:00+00:00,36.003,11,3.273,BTCUSD
2011-11-04 00:00:00+00:00,36.003,11,3.273,BTCUSD
2011-11-05 00:00:00+00:00,32.1,10,3.21,BTCUSD
2011-11-06 00:00:00+00:00,0.0,0,0.0,BTCUSD
2011-11-07 00:00:00+00:00,0.0,0,0.0,BTCUSD
2011-11-08 00:00:00+00:00,0.0,0,0.0,BTCUSD
2011-11-09 00:00:00+00:00,15.459999999999997,5,3.0919999999999996,BTCUSD
2011-11-10 00:00:00+00:00,39.036,12,3.253,BTCUSD
2011-11-11 00:00:00+00:00,0.0,0,0.0,BTCUSD
2011-11-12 00:00:00+00:00,0.0,0,0.0,BTCUSD
2011-11-13 00:00:00+00:00,0.0,0,0.0,BTCUSD
2011-11-14 00:00:00+00:00,53.1,18,2.95,BTCUSD
2011-11-15 00:00:00+00:00,26.937000000000005,9,2.9930000000000003,BTCUSD
2011-11-16 00:00:00+00:00,0.0,0,0.0,BTCUSD
2011-11-17 00:00:00+00:00,3.0,1,3.0,BTCUSD
2011-11-18 00:00:00+00:00,20.016,8,2.502,BTCUSD
2011-11-19 00:00:00+00:00,10.0,4,2.5,BTCUSD
2011-11-20 00:00:00+00:00,0.0,0,0.0,BTCUSD
2011-11-21 00:00:00+00:00,71.108,29,2.452,BTCUSD
2011-11-22 00:00:00+00:00,81.02399999999999,32,2.5319999999999996,BTCUSD
2011-11-23 00:00:00+00:00,0.0,0,0.0,BTCUSD
2011-11-24 00:00:00+00:00,0.0,0,0.0,BTCUSD
2011-11-25 00:00:00+00:00,42.534,17,2.502,BTCUSD
2011-11-26 00:00:00+00:00,0.0,0,0.0,BTCUSD
2011-11-27 00:00:00+00:00,48.114000000000004,18,2.673,BTCUSD
2011-11-28 00:00:00+00:00,48.114000000000004,18,2.673,BTCUSD
2011-11-29 00:00:00+00:00,16.151999999999997,6,2.6919999999999997,BTCUSD
2011-11-30 00:00:00+00:00,0.0,0,0.0,BTCUSD
2011-12-01 00:00:00+00:00,79.649,23,3.463,BTCUSD
2011-12-02 00:00:00+00:00,44.85,13,3.45,BTCUSD
2011-12-03 00:00:00+00:00,0.0,0,0.0,BTCUSD
2011-12-04 00:00:00+00:00,56.46,20,2.823,BTCUSD
2011-12-05 00:00:00+00:00,56.46,20,2.823,BTCUSD
2011-12-06 00:00:00+00:00,60.963,21,2.903,BTCUSD
2011-12-07 00:00:00+00:00,70.219,23,3.053,BTCUSD
2011-12-08 00:00:00+00:00,36.003,11,3.273,BTCUSD
2011-12-09 00:00:00+00:00,3.2,1,3.2,BTCUSD
2011-12-10 00:00:00+00:00,3.2,1,3.2,BTCUSD
2011-12-11 00:00:00+00:00,47.595,15,3.173,BTCUSD
2011-12-12 00:00:00+00:00,23.611,7,3.373,BTCUSD
2011-12-13 00:00:00+00:00,19.518,6,3.253,BTCUSD
2011-12-14 00:00:00+00:00,30.807000000000002,9,3.423,BTCUSD
2011-12-15 00:00:00+00:00,33.93,10,3.3930000000000002,BTCUSD
2011-12-16 00:00:00+00:00,26.024,8,3.253,BTCUSD
2011-12-17 00:00:00+00:00,3.251,1,3.251,BTCUSD
2011-12-18 00:00:00+00:00,3.251,1,3.251,BTCUSD
2011-12-19 00:00:00+00:00,45.539,13,3.503,BTCUSD
2011-12-20 00:00:00+00:00,42.75,9,4.75,BTCUSD
2011-12-21 00:00:00+00:00,0.0,0,0.0,BTCUSD
2011-12-22 00:00:00+00:00,0.0,0,0.0,BTCUSD
2011-12-23 00:00:00+00:00,54.082,14,3.863,BTCUSD
2011-12-24 00:00:00+00:00,0.0,0,0.0,BTCUSD
2011-12-25 00:00:00+00:00,8.64,2,4.32,BTCUSD
2011-12-26 00:00:00+00:00,21.365,5,4.273,BTCUSD
2011-12-27 00:00:00+00:00,21.65,5,4.33,BTCUSD
2011-12-28 00:00:00+00:00,12.879000000000001,3,4.293,BTCUSD
2011-12-29 00:00:00+00:00,12.908999999999999,3,4.303,BTCUSD
2011-12-30 00:00:00+00:00,21.314999999999998,5,4.263,BTCUSD
2011-12-31 00:00:00+00:00,39.54599999999999,9,4.393999999999999,BTCUSD
2012-01-01 00:00:00+00:00,9.168,2,4.584,BTCUSD
2012-01-02 00:00:00+00:00,0.0,0,0.0,BTCUSD
2012-01-03 00:00:00+00:00,42.56,8,5.32,BTCUSD
2012-01-04 00:00:00+00:00,49.33999999999999,10,4.933999999999999,BTCUSD
2012-01-05 00:00:00+00:00,51.525,9,5.725,BTCUSD
2012-01-06 00:00:00+00:00,19.965,3,6.655,BTCUSD
2012-01-07 00:00:00+00:00,0.0,0,0.0,BTCUSD
2012-01-08 00:00:00+00:00,0.0,0,0.0,BTCUSD
2012-01-09 00:00:00+00:00,41.94,6,6.99,BTCUSD
2012-01-10 00:00:00+00:00,37.476,6,6.246,BTCUSD
2012-01-11 00:00:00+00:00,71.46,10,7.146,BTCUSD
2012-01-12 00:00:00+00:00,55.656,8,6.957,BTCUSD
2012-01-13 00:00:00+00:00,27.22,4,6.805,BTCUSD
2012-01-14 00:00:00+00:00,6.5,1,6.5,BTCUSD
2012-01-15 00:00:00+00:00,0.0,0,0.0,BTCUSD
2012-01-16 00:00:00+00:00,6.204,1,6.204,BTCUSD
2012-01-17 00:00:00+00:00,52.048,8,6.506,BTCUSD
2012-01-18 00:00:00+00:00,77.94800000000001,13,5.996,BTCUSD
2012-01-19 00:00:00+00:00,132.6,24,5.5249999999999995,BTCUSD
2012-01-20 00:00:00+00:00,62.154,9,6.906000000000001,BTCUSD
2012-01-21 00:00:00+00:00,50.448,8,6.306,BTCUSD
2012-01-22 00:00:00+00:00,54.376,8,6.797,BTCUSD
2012-01-23 00:00:00+00:00,58.554,9,6.506,BTCUSD
2012-01-24 00:00:00+00:00,52.208,8,6.526,BTCUSD
2012-01-25 00:00:00+00:00,50.128,8,6.266,BTCUSD
2012-01-26 00:00:00+00:00,12.546,2,6.273,BTCUSD
2012-01-27 00:00:00+00:00,34.236,9,3.804,BTCUSD
2012-01-28 00:00:00+00:00,0.0,0,0.0,BTCUSD
2012-01-29 00:00:00+00:00,0.0,0,0.0,BTCUSD
2012-01-30 00:00:00+00:00,5.302,1,5.302,BTCUSD
2012-01-31 00:00:00+00:00,62.766000000000005,11,5.706,BTCUSD
2012-02-01 00:00:00+00:00,5.534,1,5.534,BTCUSD
2012-02-02 00:00:00+00:00,149.9,25,5.996,BTCUSD
2012-02-03 00:00:00+00:00,94.44,15,6.296,BTCUSD
2012-02-04 00:00:00+00:00,38.129999999999995,6,6.3549999999999995,BTCUSD
2012-02-05 00:00:00+00:00,23.735999999999997,4,5.933999999999999,BTCUSD
2012-02-06 00:00:00+00:00,11.206,2,5.603,BTCUSD
2012-02-07 00:00:00+00:00,88.08,16,5.505,BTCUSD
2012-02-08 00:00:00+00:00,46.36,8,5.795,BTCUSD
2012-02-09 00:00:00+00:00,44.199999999999996,8,5.5249999999999995,BTCUSD
2012-02-10 00:00:00+00:00,99.96,17,5.88,BTCUSD
2012-02-11 00:00:00+00:00,0.0,0,0.0,BTCUSD
2012-02-12 00:00:00+00:00,34.68,6,5.78,BTCUSD
2012-02-13 00:00:00+00:00,49.806,9,5.534,BTCUSD
2012-02-14 00:00:00+00:00,62.46,12,5.205,BTCUSD
2012-02-15 00:00:00+00:00,29.424,6,4.904,BTCUSD
2012-02-16 00:00:00+00:00,49.544,11,4.504,BTCUSD
2012-02-17 00:00:00+00:00,112.17599999999999,24,4.6739999999999995,BTCUSD
2012-02-18 00:00:00+00:00,116.875,25,4.675,BTCUSD
2012-02-19 00:00:00+00:00,39.42,9,4.38,BTCUSD
2012-02-20 00:00:00+00:00,146.32,31,4.72,BTCUSD
2012-02-21 00:00:00+00:00,158.33999999999997,35,4.523999999999999,BTCUSD
2012-02-22 00:00:00+00:00,31.317999999999994,7,4.473999999999999,BTCUSD
2012-02-23 00:00:00+00:00,326.245,71,4.595,BTCUSD
2012-02-24 00:00:00+00:00,0.0,0,0.0,BTCUSD
2012-02-25 00:00:00+00:00,0.0,0,0.0,BTCUSD
2012-02-26 00:00:00+00:00,0.0,0,0.0,BTCUSD
2012-02-27 00:00:00+00:00,0.0,0,0.0,BTCUSD
2012-02-28 00:00:00+00:00,0.0,0,0.0,BTCUSD
2012-02-29 00:00:00+00:00,0.0,0,0.0,BTCUSD
2012-03-01 00:00:00+00:00,0.0,0,0.0,BTCUSD
2012-03-02 00:00:00+00:00,0.0,0,0.0,BTCUSD
2012-03-03 00:00:00+00:00,28.866,6,4.811,BTCUSD
2012-03-04 00:00:00+00:00,52.623999999999995,11,4.784,BTCUSD
2012-03-05 00:00:00+00:00,0.0,0,0.0,BTCUSD
2012-03-06 00:00:00+00:00,0.0,0,0.0,BTCUSD
2012-03-07 00:00:00+00:00,0.0,0,0.0,BTCUSD
2012-03-08 00:00:00+00:00,0.0,0,0.0,BTCUSD
2012-03-09 00:00:00+00:00,0.0,0,0.0,BTCUSD
2012-03-10 00:00:00+00:00,0.0,0,0.0,BTCUSD
2012-03-11 00:00:00+00:00,0.0,0,0.0,BTCUSD
2012-03-12 00:00:00+00:00,0.0,0,0.0,BTCUSD
2012-03-13 00:00:00+00:00,0.0,0,0.0,BTCUSD
2012-03-14 00:00:00+00:00,0.0,0,0.0,BTCUSD
2012-03-15 00:00:00+00:00,0.0,0,0.0,BTCUSD
2012-03-16 00:00:00+00:00,0.0,0,0.0,BTCUSD
2012-03-17 00:00:00+00:00,0.0,0,0.0,BTCUSD
2012-03-18 00:00:00+00:00,0.0,0,0.0,BTCUSD
2012-03-19 00:00:00+00:00,0.0,0,0.0,BTCUSD
2012-03-20 00:00:00+00:00,0.0,0,0.0,BTCUSD
2012-03-21 00:00:00+00:00,0.0,0,0.0,BTCUSD
2012-03-22 00:00:00+00:00,0.0,0,0.0,BTCUSD
2012-03-23 00:00:00+00:00,0.0,0,0.0,BTCUSD
2012-03-24 00:00:00+00:00,0.0,0,0.0,BTCUSD
2012-03-25 00:00:00+00:00,0.0,0,0.0,BTCUSD
2012-03-26 00:00:00+00:00,27.623999999999995,6,4.603999999999999,BTCUSD
2012-03-27 00:00:00+00:00,0.0,0,0.0,BTCUSD
2012-03-28 00:00:00+00:00,0.0,0,0.0,BTCUSD
2012-03-29 00:00:00+00:00,0.0,0,0.0,BTCUSD
2012-03-30 00:00:00+00:00,0.0,0,0.0,BTCUSD
2012-03-31 00:00:00+00:00,0.0,0,0.0,BTCUSD
2012-04-01 00:00:00+00:00,0.0,0,0.0,BTCUSD
2012-04-02 00:00:00+00:00,0.0,0,0.0,BTCUSD
2012-04-03 00:00:00+00:00,0.0,0,0.0,BTCUSD
2012-04-04 00:00:00+00:00,0.0,0,0.0,BTCUSD
2012-04-05 00:00:00+00:00,0.0,0,0.0,BTCUSD
2012-04-06 00:00:00+00:00,0.0,0,0.0,BTCUSD
2012-04-07 00:00:00+00:00,0.0,0,0.0,BTCUSD
2012-04-08 00:00:00+00:00,33.605242276188875,7,4.80074889659841,BTCUSD
2012-04-09 00:00:00+00:00,0.0,0,0.0,BTCUSD
2012-04-10 00:00:00+00:00,0.0,0,0.0,BTCUSD
2012-04-11 00:00:00+00:00,0.0,0,0.0,BTCUSD
2012-04-12 00:00:00+00:00,0.0,0,0.0,BTCUSD
2012-04-13 00:00:00+00:00,0.0,0,0.0,BTCUSD
2012-04-14 00:00:00+00:00,0.0,0,0.0,BTCUSD
2012-04-15 00:00:00+00:00,0.0,0,0.0,BTCUSD
2012-04-16 00:00:00+00:00,0.0,0,0.0,BTCUSD
2012-04-17 00:00:00+00:00,0.0,0,0.0,BTCUSD
2012-04-18 00:00:00+00:00,0.0,0,0.0,BTCUSD
2012-04-19 00:00:00+00:00,0.0,0,0.0,BTCUSD
2012-04-20 00:00:00+00:00,0.0,0,0.0,BTCUSD
2012-04-21 00:00:00+00:00,0.0,0,0.0,BTCUSD
2012-04-22 00:00:00+00:00,0.0,0,0.0,BTCUSD
2012-04-23 00:00:00+00:00,0.0,0,0.0,BTCUSD
2012-04-24 00:00:00+00:00,0.0,0,0.0,BTCUSD
2012-04-25 00:00:00+00:00,0.0,0,0.0,BTCUSD
2012-04-26 00:00:00+00:00,0.0,0,0.0,BTCUSD
2012-04-27 00:00:00+00:00,0.0,0,0.0,BTCUSD
2012-04-28 00:00:00+00:00,0.0,0,0.0,BTCUSD
2012-04-29 00:00:00+00:00,0.0,0,0.0,BTCUSD
2012-04-30 00:00:00+00:00,0.0,0,0.0,BTCUSD
2012-05-01 00:00:00+00:00,0.0,0,0.0,BTCUSD
2012-05-02 00:00:00+00:00,0.0,0,0.0,BTCUSD
2012-05-03 00:00:00+00:00,0.0,0,0.0,BTCUSD
2012-05-04 00:00:00+00:00,0.0,0,0.0,BTCUSD
2012-05-05 00:00:00+00:00,0.0,0,0.0,BTCUSD
2012-05-06 00:00:00+00:00,0.0,0,0.0,BTCUSD
2012-05-07 00:00:00+00:00,0.0,0,0.0,BTCUSD
2012-05-08 00:00:00+00:00,0.0,0,0.0,BTCUSD
2012-05-09 00:00:00+00:00,0.0,0,0.0,BTCUSD
2012-05-10 00:00:00+00:00,0.0,0,0.0,BTCUSD
2012-05-11 00:00:00+00:00,0.0,0,0.0,BTCUSD
2012-05-12 00:00:00+00:00,0.0,0,0.0,BTCUSD
2012-05-13 00:00:00+00:00,0.0,0,0.0,BTCUSD
2012-05-14 00:00:00+00:00,0.0,0,0.0,BTCUSD
2012-05-15 00:00:00+00:00,0.0,0,0.0,BTCUSD
2012-05-16 00:00:00+00:00,0.0,0,0.0,BTCUSD
2012-05-17 00:00:00+00:00,0.0,0,0.0,BTCUSD
2012-05-18 00:00:00+00:00,0.0,0,0.0,BTCUSD
2012-05-19 00:00:00+00:00,0.0,0,0.0,BTCUSD
2012-05-20 00:00:00+00:00,0.0,0,0.0,BTCUSD
2012-05-21 00:00:00+00:00,0.0,0,0.0,BTCUSD
2012-05-22 00:00:00+00:00,0.0,0,0.0,BTCUSD
2012-05-23 00:00:00+00:00,0.0,0,0.0,BTCUSD
2012-05-24 00:00:00+00:00,0.0,0,0.0,BTCUSD
2012-05-25 00:00:00+00:00,0.0,0,0.0,BTCUSD
2012-05-26 00:00:00+00:00,0.0,0,0.0,BTCUSD
2012-05-27 00:00:00+00:00,0.0,0,0.0,BTCUSD
2012-05-28 00:00:00+00:00,0.0,0,0.0,BTCUSD
2012-05-29 00:00:00+00:00,0.0,0,0.0,BTCUSD
2012-05-30 00:00:00+00:00,0.0,0,0.0,BTCUSD
2012-05-31 00:00:00+00:00,0.0,0,0.0,BTCUSD
2012-06-01 00:00:00+00:00,0.0,0,0.0,BTCUSD
2012-06-02 00:00:00+00:00,0.0,0,0.0,BTCUSD
2012-06-03 00:00:00+00:00,0.0,0,0.0,BTCUSD
2012-06-04 00:00:00+00:00,0.0,0,0.0,BTCUSD
2012-06-05 00:00:00+00:00,0.0,0,0.0,BTCUSD
2012-06-06 00:00:00+00:00,0.0,0,0.0,BTCUSD
2012-06-07 00:00:00+00:00,0.0,0,0.0,BTCUSD
2012-06-08 00:00:00+00:00,0.0,0,0.0,BTCUSD
2012-06-09 00:00:00+00:00,0.0,0,0.0,BTCUSD
2012-06-10 00:00:00+00:00,0.0,0,0.0,BTCUSD
2012-06-11 00:00:00+00:00,0.0,0,0.0,BTCUSD
2012-06-12 00:00:00+00:00,0.0,0,0.0,BTCUSD
2012-06-13 00:00:00+00:00,0.0,0,0.0,BTCUSD
2012-06-14 00:00:00+00:00,0.0,0,0.0,BTCUSD
2012-06-15 00:00:00+00:00,0.0,0,0.0,BTCUSD
2012-06-16 00:00:00+00:00,0.0,0,0.0,BTCUSD
2012-06-17 00:00:00+00:00,0.0,0,0.0,BTCUSD
2012-06-18 00:00:00+00:00,0.0,0,0.0,BTCUSD
2012-06-19 00:00:00+00:00,0.0,0,0.0,BTCUSD
2012-06-20 00:00:00+00:00,0.0,0,0.0,BTCUSD
2012-06-21 00:00:00+00:00,0.0,0,0.0,BTCUSD
2012-06-22 00:00:00+00:00,0.0,0,0.0,BTCUSD
2012-06-23 00:00:00+00:00,0.0,0,0.0,BTCUSD
2012-06-24 00:00:00+00:00,0.0,0,0.0,BTCUSD
2012-06-25 00:00:00+00:00,0.0,0,0.0,BTCUSD
2012-06-26 00:00:00+00:00,0.0,0,0.0,BTCUSD
2012-06-27 00:00:00+00:00,0.0,0,0.0,BTCUSD
2012-06-28 00:00:00+00:00,0.0,0,0.0,BTCUSD
2012-06-29 00:00:00+00:00,0.0,0,0.0,BTCUSD
2012-06-30 00:00:00+00:00,0.0,0,0.0,BTCUSD
2012-07-01 00:00:00+00:00,0.0,0,0.0,BTCUSD
2012-07-02 00:00:00+00:00,0.0,0,0.0,BTCUSD
2012-07-03 00:00:00+00:00,0.0,0,0.0,BTCUSD
2012-07-04 00:00:00+00:00,0.0,0,0.0,BTCUSD
2012-07-05 00:00:00+00:00,0.0,0,0.0,BTCUSD
2012-07-06 00:00:00+00:00,0.0,0,0.0,BTCUSD
2012-07-07 00:00:00+00:00,0.0,0,0.0,BTCUSD
2012-07-08 00:00:00+00:00,0.0,0,0.0,BTCUSD
2012-07-09 00:00:00+00:00,0.0,0,0.0,BTCUSD
2012-07-10 00:00:00+00:00,0.0,0,0.0,BTCUSD
2012-07-11 00:00:00+00:00,0.0,0,0.0,BTCUSD
2012-07-12 00:00:00+00:00,0.0,0,0.0,BTCUSD
2012-07-13 00:00:00+00:00,0.0,0,0.0,BTCUSD
2012-07-14 00:00:00+00:00,0.0,0,0.0,BTCUSD
2012-07-15 00:00:00+00:00,0.0,0,0.0,BTCUSD
2012-07-16 00:00:00+00:00,0.0,0,0.0,BTCUSD
2012-07-17 00:00:00+00:00,0.0,0,0.0,BTCUSD
2012-07-18 00:00:00+00:00,0.0,0,0.0,BTCUSD
2012-07-19 00:00:00+00:00,0.0,0,0.0,BTCUSD
2012-07-20 00:00:00+00:00,0.0,0,0.0,BTCUSD
2012-07-21 00:00:00+00:00,0.0,0,0.0,BTCUSD
2012-07-22 00:00:00+00:00,0.0,0,0.0,BTCUSD
2012-07-23 00:00:00+00:00,0.0,0,0.0,BTCUSD
2012-07-24 00:00:00+00:00,0.0,0,0.0,BTCUSD
2012-07-25 00:00:00+00:00,0.0,0,0.0,BTCUSD
2012-07-26 00:00:00+00:00,0.0,0,0.0,BTCUSD
2012-07-27 00:00:00+00:00,0.0,0,0.0,BTCUSD
2012-07-28 00:00:00+00:00,0.0,0,0.0,BTCUSD
2012-07-29 00:00:00+00:00,0.0,0,0.0,BTCUSD
2012-07-30 00:00:00+00:00,0.0,0,0.0,BTCUSD
2012-07-31 00:00:00+00:00,0.0,0,0.0,BTCUSD
2012-08-01 00:00:00+00:00,0.0,0,0.0,BTCUSD
2012-08-02 00:00:00+00:00,0.0,0,0.0,BTCUSD
2012-08-03 00:00:00+00:00,0.0,0,0.0,BTCUSD
2012-08-04 00:00:00+00:00,0.0,0,0.0,BTCUSD
2012-08-05 00:00:00+00:00,0.0,0,0.0,BTCUSD
2012-08-06 00:00:00+00:00,0.0,0,0.0,BTCUSD
2012-08-07 00:00:00+00:00,0.0,0,0.0,BTCUSD
2012-08-08 00:00:00+00:00,0.0,0,0.0,BTCUSD
2012-08-09 00:00:00+00:00,0.0,0,0.0,BTCUSD
2012-08-10 00:00:00+00:00,0.0,0,0.0,BTCUSD
2012-08-11 00:00:00+00:00,0.0,0,0.0,BTCUSD
2012-08-12 00:00:00+00:00,0.0,0,0.0,BTCUSD
2012-08-13 00:00:00+00:00,0.0,0,0.0,BTCUSD
2012-08-14 00:00:00+00:00,0.0,0,0.0,BTCUSD
2012-08-15 00:00:00+00:00,0.0,0,0.0,BTCUSD
2012-08-16 00:00:00+00:00,0.0,0,0.0,BTCUSD
2012-08-17 00:00:00+00:00,0.0,0,0.0,BTCUSD
2012-08-18 00:00:00+00:00,0.0,0,0.0,BTCUSD
2012-08-19 00:00:00+00:00,0.0,0,0.0,BTCUSD
2012-08-20 00:00:00+00:00,0.0,0,0.0,BTCUSD
2012-08-21 00:00:00+00:00,0.0,0,0.0,BTCUSD
2012-08-22 00:00:00+00:00,0.0,0,0.0,BTCUSD
2012-08-23 00:00:00+00:00,0.0,0,0.0,BTCUSD
2012-08-24 00:00:00+00:00,0.0,0,0.0,BTCUSD
2012-08-25 00:00:00+00:00,0.0,0,0.0,BTCUSD
2012-08-26 00:00:00+00:00,0.0,0,0.0,BTCUSD
2012-08-27 00:00:00+00:00,0.0,0,0.0,BTCUSD
2012-08-28 00:00:00+00:00,0.0,0,0.0,BTCUSD
2012-08-29 00:00:00+00:00,0.0,0,0.0,BTCUSD
2012-08-30 00:00:00+00:00,0.0,0,0.0,BTCUSD
2012-08-31 00:00:00+00:00,0.0,0,0.0,BTCUSD
2012-09-01 00:00:00+00:00,0.0,0,0.0,BTCUSD
2012-09-02 00:00:00+00:00,0.0,0,0.0,BTCUSD
2012-09-03 00:00:00+00:00,0.0,0,0.0,BTCUSD
2012-09-04 00:00:00+00:00,0.0,0,0.0,BTCUSD
2012-09-05 00:00:00+00:00,0.0,0,0.0,BTCUSD
2012-09-06 00:00:00+00:00,0.0,0,0.0,BTCUSD
2012-09-07 00:00:00+00:00,0.0,0,0.0,BTCUSD
2012-09-08 00:00:00+00:00,0.0,0,0.0,BTCUSD
2012-09-09 00:00:00+00:00,0.0,0,0.0,BTCUSD
2012-09-10 00:00:00+00:00,0.0,0,0.0,BTCUSD
2012-09-11 00:00:00+00:00,0.0,0,0.0,BTCUSD
2012-09-12 00:00:00+00:00,0.0,0,0.0,BTCUSD
2012-09-13 00:00:00+00:00,0.0,0,0.0,BTCUSD
2012-09-14 00:00:00+00:00,0.0,0,0.0,BTCUSD
2012-09-15 00:00:00+00:00,0.0,0,0.0,BTCUSD
2012-09-16 00:00:00+00:00,0.0,0,0.0,BTCUSD
2012-09-17 00:00:00+00:00,0.0,0,0.0,BTCUSD
2012-09-18 00:00:00+00:00,0.0,0,0.0,BTCUSD
2012-09-19 00:00:00+00:00,0.0,0,0.0,BTCUSD
2012-09-20 00:00:00+00:00,0.0,0,0.0,BTCUSD
2012-09-21 00:00:00+00:00,0.0,0,0.0,BTCUSD
2012-09-22 00:00:00+00:00,0.0,0,0.0,BTCUSD
2012-09-23 00:00:00+00:00,0.0,0,0.0,BTCUSD
2012-09-24 00:00:00+00:00,0.0,0,0.0,BTCUSD
2012-09-25 00:00:00+00:00,0.0,0,0.0,BTCUSD
2012-09-26 00:00:00+00:00,0.0,0,0.0,BTCUSD
2012-09-27 00:00:00+00:00,0.0,0,0.0,BTCUSD
2012-09-28 00:00:00+00:00,0.0,0,0.0,BTCUSD
2012-09-29 00:00:00+00:00,0.0,0,0.0,BTCUSD
2012-09-30 00:00:00+00:00,0.0,0,0.0,BTCUSD
2012-10-01 00:00:00+00:00,0.0,0,0.0,BTCUSD
2012-10-02 00:00:00+00:00,0.0,0,0.0,BTCUSD
2012-10-03 00:00:00+00:00,0.0,0,0.0,BTCUSD
2012-10-04 00:00:00+00:00,0.0,0,0.0,BTCUSD
2012-10-05 00:00:00+00:00,0.0,0,0.0,BTCUSD
2012-10-06 00:00:00+00:00,0.0,0,0.0,BTCUSD
2012-10-07 00:00:00+00:00,0.0,0,0.0,BTCUSD
2012-10-08 00:00:00+00:00,0.0,0,0.0,BTCUSD
2012-10-09 00:00:00+00:00,0.0,0,0.0,BTCUSD
2012-10-10 00:00:00+00:00,0.0,0,0.0,BTCUSD
2012-10-11 00:00:00+00:00,0.0,0,0.0,BTCUSD
2012-10-12 00:00:00+00:00,0.0,0,0.0,BTCUSD
2012-10-13 00:00:00+00:00,0.0,0,0.0,BTCUSD
2012-10-14 00:00:00+00:00,0.0,0,0.0,BTCUSD
2012-10-15 00:00:00+00:00,0.0,0,0.0,BTCUSD
2012-10-16 00:00:00+00:00,0.0,0,0.0,BTCUSD
2012-10-17 00:00:00+00:00,0.0,0,0.0,BTCUSD
2012-10-18 00:00:00+00:00,0.0,0,0.0,BTCUSD
2012-10-19 00:00:00+00:00,0.0,0,0.0,BTCUSD
