returns,date
-0.003122560917468389,2012-09-20 00:00:00+00:00
-0.00704776915281496,2012-09-21 00:00:00+00:00
-0.017350160074294064,2012-09-22 00:00:00+00:00
0.0016051366574288061,2012-09-23 00:00:00+00:00
-0.007211539452098455,2012-09-24 00:00:00+00:00
-0.01210653920527113,2012-09-25 00:00:00+00:00
0.03676471103128433,2012-09-26 00:00:00+00:00
0.0015760443421349252,2012-09-27 00:00:00+00:00
0.004720693004903217,2012-09-28 00:00:00+00:00
0.0,2012-09-29 00:00:00+00:00
-0.004698512768543306,2012-09-30 00:00:00+00:00
-0.006294257339871032,2012-10-01 00:00:00+00:00
0.03958828724173891,2012-10-02 00:00:00+00:00
0.019801982783322014,2012-10-03 00:00:00+00:00
-0.024645260810117822,2012-10-04 00:00:00+00:00
-0.005359878192038866,2012-10-05 00:00:00+00:00
-0.008468053465445312,2012-10-06 00:00:00+00:00
-0.05279503808249084,2012-10-07 00:00:00+00:00
-0.0073770502168779605,2012-10-08 00:00:00+00:00
0.03055326609208244,2012-10-09 00:00:00+00:00
0.020032054033606795,2012-10-10 00:00:00+00:00
-0.01178319090330094,2012-10-11 00:00:00+00:00
-0.015103340690818505,2012-10-12 00:00:00+00:00
-0.00403551306842371,2012-10-13 00:00:00+00:00
-0.004862237304291837,2012-10-14 00:00:00+00:00
-0.010586320696035427,2012-10-15 00:00:00+00:00
0.021399179973907046,2012-10-16 00:00:00+00:00
-0.003223207536284862,2012-10-17 00:00:00+00:00
-0.006467260395014511,2012-10-18 00:00:00+00:00
-0.010577706926977376,2012-10-19 00:00:00+00:00
-0.005756579758886731,2012-10-20 00:00:00+00:00
-0.023159639346632867,2012-10-21 00:00:00+00:00
0.014394582953050586,2012-10-22 00:00:00+00:00
0.007512521943083465,2012-10-23 00:00:00+00:00
-0.014913009574501077,2012-10-24 00:00:00+00:00
-0.07148865622771368,2012-10-25 00:00:00+00:00
-0.04981884831527437,2012-10-26 00:00:00+00:00
0.04099142709899502,2012-10-27 00:00:00+00:00
0.010073261654562123,2012-10-28 00:00:00+00:00
0.02357207981938431,2012-10-29 00:00:00+00:00
0.0,2012-10-30 00:00:00+00:00
0.0177147945409312,2012-10-31 00:00:00+00:00
-0.013054832234891043,2012-11-01 00:00:00+00:00
-0.01587301827247771,2012-11-02 00:00:00+00:00
-0.0008960574853083622,2012-11-03 00:00:00+00:00
-0.0017937222488646392,2012-11-04 00:00:00+00:00
0.012578618289538138,2012-11-05 00:00:00+00:00
-0.003549246325128772,2012-11-06 00:00:00+00:00
0.005342832516367654,2012-11-07 00:00:00+00:00
0.0008857397270464465,2012-11-08 00:00:00+00:00
-0.0008849558864611242,2012-11-09 00:00:00+00:00
0.0008857397270464465,2012-11-10 00:00:00+00:00
0.0008849558864613765,2012-11-11 00:00:00+00:00
0.004420867159889717,2012-11-12 00:00:00+00:00
0.0,2012-11-13 00:00:00+00:00
0.008802818229753042,2012-11-14 00:00:00+00:00
0.0069808038365320796,2012-11-15 00:00:00+00:00
0.03552860146481409,2012-11-16 00:00:00+00:00
0.009205022240959298,2012-11-17 00:00:00+00:00
-0.004975125085279944,2012-11-18 00:00:00+00:00
0.011666668333272807,2012-11-19 00:00:00+00:00
0.0,2012-11-20 00:00:00+00:00
0.0016474466906171142,2012-11-21 00:00:00+00:00
0.017269739276660426,2012-11-22 00:00:00+00:00
0.022635411382550326,2012-11-23 00:00:00+00:00
0.007114625470043994,2012-11-24 00:00:00+00:00
0.004709576771841772,2012-11-25 00:00:00+00:00
-0.008593751150906914,2012-11-26 00:00:00+00:00
-0.010244288223876677,2012-11-27 00:00:00+00:00
0.011942676789204819,2012-11-28 00:00:00+00:00
0.011801732512258268,2012-11-29 00:00:00+00:00
0.004665630481954599,2012-11-30 00:00:00+00:00
-0.006965945196686171,2012-12-01 00:00:00+00:00
0.006235386647610544,2012-12-02 00:00:00+00:00
0.013942681944296655,2012-12-03 00:00:00+00:00
-0.0007639420404557643,2012-12-04 00:00:00+00:00
0.04663609173888917,2012-12-05 00:00:00+00:00
0.018261507034645727,2012-12-06 00:00:00+00:00
-0.00573888162394015,2012-12-07 00:00:00+00:00
-0.0007215008107366062,2012-12-08 00:00:00+00:00
-0.005054152250104543,2012-12-09 00:00:00+00:00
0.0007256894952101164,2012-12-10 00:00:00+00:00
0.0036258162592790405,2012-12-11 00:00:00+00:00
0.010115608189336005,2012-12-12 00:00:00+00:00
0.0021459230099136668,2012-12-13 00:00:00+00:00
-0.000713775961711131,2012-12-14 00:00:00+00:00
-0.009285715422699292,2012-12-15 00:00:00+00:00
-0.007930786848964444,2012-12-16 00:00:00+00:00
-0.005087209936091292,2012-12-17 00:00:00+00:00
-0.005113221969700787,2012-12-18 00:00:00+00:00
0.019823791041292504,2012-12-19 00:00:00+00:00
-0.003599712467293754,2012-12-20 00:00:00+00:00
-0.010838151631431552,2012-12-21 00:00:00+00:00
0.0,2012-12-22 00:00:00+00:00
-0.004382761688314841,2012-12-23 00:00:00+00:00
0.006603082268463483,2012-12-24 00:00:00+00:00
0.0007288630648274605,2012-12-25 00:00:00+00:00
-0.004369993262282756,2012-12-26 00:00:00+00:00
0.0014630579742505843,2012-12-27 00:00:00+00:00
-0.001460920562771475,2012-12-28 00:00:00+00:00
0.0029261159485013772,2012-12-29 00:00:00+00:00
-0.0014587893873589373,2012-12-30 00:00:00+00:00
0.002921841125543366,2012-12-31 00:00:00+00:00
-0.0014566644207609878,2013-01-01 00:00:00+00:00
-0.00948213101783278,2013-01-02 00:00:00+00:00
0.007363771179907495,2013-01-03 00:00:00+00:00
0.0,2013-01-04 00:00:00+00:00
-0.0029239769745867806,2013-01-05 00:00:00+00:00
0.0,2013-01-06 00:00:00+00:00
0.003665689610249985,2013-01-07 00:00:00+00:00
0.021913808441575037,2013-01-08 00:00:00+00:00
0.005718370965158183,2013-01-09 00:00:00+00:00
0.029850749905533124,2013-01-10 00:00:00+00:00
0.0,2013-01-11 00:00:00+00:00
-0.007591443272148311,2013-01-12 00:00:00+00:00
-0.01738525937428483,2013-01-13 00:00:00+00:00
0.0325548517909613,2013-01-14 00:00:00+00:00
0.006854010400911779,2013-01-15 00:00:00+00:00
0.022464264023741475,2013-01-16 00:00:00+00:00
0.055259660101690984,2013-01-17 00:00:00+00:00
0.01324921278940744,2013-01-18 00:00:00+00:00
-0.011830636381093013,2013-01-19 00:00:00+00:00
0.0075614374897286715,2013-01-20 00:00:00+00:00
0.06378987550657211,2013-01-21 00:00:00+00:00
0.04879483149001975,2013-01-22 00:00:00+00:00
0.008408072556799985,2013-01-23 00:00:00+00:00
-0.011673152863279008,2013-01-24 00:00:00+00:00
0.011248595010270012,2013-01-25 00:00:00+00:00
0.0,2013-01-26 00:00:00+00:00
0.006117909370826797,2013-01-27 00:00:00+00:00
0.05914870654472569,2013-01-28 00:00:00+00:00
